100
3 3
12 29 42545
14 17 28801
31 49 26701
10 23 74049
7 28 60949
16 17 25556
10 18 60669
23 33 58376
3 6 12605
30 31 12694
11 28 60476
2 49 90892
7 19 91779
47 48 77312
33 48 32382
8 28 97828
29 43 34628
27 46 79991
18 33 75763
20 37 27440
29 46 98285
21 26 68543
12 33 74170
25 39 42103
41 43 76932
37 44 73821
41 48 63707
24 34 83013
34 37 1483
14 27 23707
37 47 9734
8 40 92567
24 33 21447
12 32 65176
24 45 37014
10 42 57681
13 33 18047
25 31 52541
40 50 83493
6 45 83295
7 43 38500
1 24 40104
3 9 47515
31 37 37769
6 13 85212
1 23 59090
1 5 25139
10 49 55522
18 38 42213
17 39 36029
9 31 10719
12 13 32778
35 48 74150
8 36 31505
18 46 22558
1 7 73433
27 40 19000
5 33 31655
2 10 38844
7 14 45484
13 44 4146
37 46 53638
45 48 99019
19 34 23881
17 42 52455
11 27 5361
21 24 38686
24 25 54991
30 43 45525
10 36 80417
1 42 88568
1 15 34106
10 37 79029
12 14 73801
13 42 93752
25 32 95227
23 25 93738
11 31 57684
2 31 41253
10 47 95366
42 48 40551
3 19 28060
24 36 74763
22 29 21895
4 34 67017
12 37 66863
17 35 84646
27 48 39442
18 32 2365
15 40 61224
31 38 10768
4 45 84482
11 41 46234
8 24 60997
7 16 45634
29 37 73497
27 50 5775
38 40 91078
13 15 97092
29 49 512
36 41 25061
31 46 12792
13 25 68982
6 11 52728
7 27 68142
28 41 7015
21 27 11579
38 46 86585
42 43 84605
4 7 11556
1 28 42113
24 27 94360
11 26 48591
8 42 78038
12 24 84697
23 41 73177
16 36 24806
33 50 91113
9 30 95648
4 18 57058
38 48 51346
8 20 99382
8 32 10579
31 43 62333
31 47 77875
34 39 123
4 36 17955
14 46 83821
2 29 55461
18 41 85500
22 31 56844
44 47 30310
29 44 21816
1 43 38779
15 47 27041
36 42 89216
15 25 53090
45 46 50512
36 43 97193
11 14 55971
18 47 96609
5 10 58742
4 32 6263
26 31 50287
14 42 23914
14 34 26096
29 36 73746
17 25 14578
12 18 60962
18 26 83740
35 38 38717
35 50 62974
22 23 56759
6 19 83985
25 48 87265
11 12 64700
26 41 13990
40 44 93762
20 36 99061
27 47 94352
5 15 72349
2 30 4002
2 24 69603
29 48 26996
26 40 56513
10 25 65227
8 45 60144
4 13 29204
16 46 31916
11 21 82797
30 44 75028
9 26 28078
20 28 69729
44 46 26341
7 13 41557
9 18 79108
7 17 44650
4 38 25530
26 28 47846
42 45 29390
5 31 80000
4 19 81263
18 48 26712
15 24 77295
1 38 62312
3 46 29839
13 26 44115
21 45 83378
1 27 17721
6 47 78919
13 19 70142
10 31 29081
22 28 36070
3 37 21390
19 39 51078
17 30 9278
36 50 41659
8 26 35531
6 27 77149
8 47 5152
25 30 79280
3 22 95065
12 34 49920
18 25 75116
37 48 23026
29 40 53287
37 45 38172
16 37 84827
36 46 89436
41 45 30343
16 20 76131
19 27 25703
5 11 20863
21 34 77944
21 46 57572
16 41 31055
9 38 13154
15 46 83093
30 46 70436
33 46 55219
14 40 31044
16 45 56674
5 26 65470
3 23 13025
48 50 16997
17 32 33583
22 34 58328
5 18 46134
23 28 48985
19 42 99344
5 12 30895
22 37 27092
21 35 17342
26 44 12998
28 33 47920
12 26 63670
40 46 60581
14 45 15913
5 16 3538
20 42 82968
11 19 74045
30 45 18714
15 21 83812
23 47 52391
15 42 23310
11 47 52095
8 41 44684
19 32 53653
4 22 41770
16 30 19754
32 34 72313
13 38 52218
37 50 49397
15 36 89060
11 36 97934
14 39 14384
47 49 95228
14 20 8852
19 38 38290
10 35 37136
34 48 437
38 45 21501
2 45 904
7 10 8578
3 10 61144
3 39 99923
6 43 95891
5 43 23103
7 12 96891
16 26 69200
2 14 23045
16 24 83477
9 49 7082
2 19 35375
11 29 29378
7 50 49600
45 50 25872
2 32 11980
1 48 84217
4 20 2305
27 37 16652
15 16 42493
28 37 56566
4 35 49378
1 9 23889
11 46 99470
33 43 17324
28 49 81039
13 39 964
21 29 44850
11 38 57069
4 40 41888
15 27 90730
30 32 293
44 45 34878
25 38 35094
31 35 12389
7 24 54170
14 28 74824
5 40 43968
28 44 62070
10 48 23626
26 48 94406
41 46 71932
15 20 85406
9 23 2011
23 46 25932
3 18 93650
9 40 17388
32 39 80954
3 5 41658
22 25 58813
19 46 43548
39 41 65337
28 45 39698
5 41 94283
26 34 88525
18 24 94189
6 46 23224
11 39 93931
1 26 19293
41 50 75606
3 7 55106
16 32 6756
37 42 4540
17 49 6405
27 36 54084
28 50 53734
24 49 40385
27 45 19728
1 49 77739
25 42 43018
2 8 95290
19 22 36303
34 40 57595
29 47 83214
13 22 10638
14 32 88535
8 10 71810
6 41 91318
6 29 20673
39 44 55146
36 38 6964
27 32 76791
7 32 89169
2 36 38631
1 34 86327
7 15 35183
21 25 81903
18 20 45382
23 44 69145
8 13 13168
23 43 6754
13 40 45421
23 49 24240
4 16 78357
13 43 30390
2 17 74057
45 49 75699
18 21 97084
9 45 46796
17 26 83699
27 43 59343
10 45 12706
16 25 8229
31 42 10754
6 23 65686
5 39 74046
13 47 18237
32 38 69611
42 49 73518
15 28 93881
13 50 43521
2 26 6776
20 48 25047
12 49 24971
22 41 98301
46 50 76910
4 47 83792
40 49 20349
20 23 34586
17 46 62246
12 25 13438
6 40 84484
15 44 83490
27 28 39508
11 13 26748
4 42 11081
3 35 72472
9 11 46395
9 10 86362
18 19 55191
2 18 85978
14 33 36369
8 34 53000
24 38 46999
13 31 26792
23 42 44015
15 43 81887
5 6 75735
4 33 41637
1 44 73023
13 36 21612
28 48 18972
17 50 61062
30 41 90927
16 40 44988
8 31 79559
36 49 2814
24 43 49710
42 50 23285
17 45 47026
11 42 55430
12 43 30782
31 33 95503
14 44 32895
22 39 64247
5 24 81422
16 47 96534
19 36 69862
37 49 92192
16 35 34450
8 37 98237
8 49 26813
20 29 84553
8 14 62224
11 15 24519
3 47 93176
30 40 84301
24 48 92029
41 42 43852
38 47 76141
22 26 86246
4 39 95139
2 7 43422
24 35 75996
8 39 26588
6 35 41978
20 49 37265
6 42 34124
12 40 14884
21 31 82889
17 40 57015
20 46 36662
10 41 45901
6 20 87213
34 50 35277
43 46 13437
11 37 28685
8 18 19374
16 27 68466
25 28 30676
19 30 42403
17 36 36654
3 44 68119
1 30 8301
21 50 85304
13 37 20942
12 46 61248
17 38 64087
12 42 29475
18 35 4991
8 16 42001
14 30 3034
22 49 1530
19 37 60251
28 40 89687
13 23 15155
8 50 56246
14 38 59598
6 16 64793
20 26 56745
11 25 10155
26 27 94991
1 22 75604
19 29 38483
19 40 37262
2 3 98706
20 50 51083
12 30 8467
2 50 23097
14 15 88240
10 14 40129
1 31 89337
33 41 48159
11 43 17714
20 31 54050
10 11 12730
23 30 63126
12 23 30659
5 44 67897
15 19 65274
44 49 72627
13 32 83583
5 29 5036
16 28 39030
7 9 76380
26 43 87859
27 33 90228
1 46 37140
42 47 13405
22 30 39081
10 26 35663
4 43 84039
20 40 42490
25 37 26121
39 42 11645
9 39 9712
16 38 2116
9 50 15399
31 48 28444
24 37 93300
8 21 71661
7 41 31788
24 32 92057
9 12 67097
24 26 70323
10 29 52949
40 47 92271
14 35 12710
15 48 68508
23 24 38224
9 22 67057
39 48 42960
27 39 10912
9 33 65254
16 50 8858
3 50 90858
4 50 33898
16 49 3837
5 35 44019
12 48 30430
7 38 93592
8 27 70763
11 30 14821
10 12 1013
11 50 36790
29 50 50760
35 44 70938
38 43 22689
5 34 27869
29 38 45871
9 24 3537
33 40 4179
30 35 74143
9 28 15750
26 30 22868
47 50 24460
5 23 7029
28 42 39329
9 13 59146
7 21 68053
13 35 49348
12 47 4527
49 50 29183
18 36 54997
35 45 50611
44 50 77384
7 46 9457
11 49 45537
17 47 74911
15 31 82377
14 43 14948
19 21 4547
18 39 74176
31 44 26236
13 16 6618
25 34 42713
30 49 66234
39 50 28624
8 46 96636
7 33 79082
29 45 59281
3 38 86597
2 28 4378
11 20 80622
23 48 22000
2 35 57925
29 32 50494
17 29 1045
17 27 42738
3 42 88501
18 49 38177
2 33 93628
24 31 18204
48 49 64753
34 46 47718
40 48 50673
4 25 46316
5 21 71855
7 8 71677
27 35 50456
24 44 9089
36 47 67585
6 9 72367
26 32 6007
7 40 15372
5 19 74883
4 15 1185
6 8 75203
15 38 62540
18 31 8587
15 30 77746
22 35 18269
36 39 53248
21 23 52654
9 42 31904
7 22 61354
34 36 43403
17 23 12576
33 34 33872
25 27 1316
22 45 73478
1 18 77292
33 35 16669
7 39 22634
20 32 60790
22 36 13245
20 33 26621
3 12 36507
15 17 35521
2 37 38084
4 5 15150
24 42 68232
8 22 41003
29 31 50252
18 50 38825
20 39 67005
14 47 96144
12 35 34495
2 6 84974
15 29 81008
1 13 66736
9 47 67260
17 28 38362
11 32 86141
10 17 2522
13 20 10987
21 42 49763
7 45 91134
28 32 52491
8 38 36754
16 42 44597
19 25 30675
34 49 90367
19 47 41340
35 37 48641
5 37 59842
2 44 63819
8 33 10110
9 20 44087
10 33 86849
6 7 25931
29 39 54352
8 29 84954
25 36 99404
5 25 60857
38 49 78527
22 40 48434
27 44 82905
33 38 52423
18 42 2159
35 46 57748
33 45 57831
20 38 87225
15 23 89098
32 49 56390
19 44 32409
20 35 5863
9 19 53952
7 23 46525
3 14 58634
25 50 77381
24 39 90772
30 36 48910
8 48 11077
8 9 94880
5 32 52379
5 49 51060
10 13 73576
7 49 91204
15 18 21860
7 47 86555
50 692
17 39 6006
13 45 36065
46 50 85824
35 42 74263
13 36 83545
26 43 42840
7 45 70780
23 42 43470
20 21 86485
4 46 73588
1 17 35763
23 25 7396
24 38 9938
33 36 72107
4 10 75261
20 46 15834
1 37 11162
23 40 11583
2 39 17167
3 45 16271
1 31 2722
6 14 52347
24 36 34663
7 15 40930
3 11 72069
28 36 9130
12 13 37252
21 26 4251
14 21 32570
38 50 27741
34 42 87000
7 24 46847
6 20 92054
6 30 77376
33 43 8645
20 38 9176
5 29 41025
26 28 63448
15 17 62761
18 37 84065
5 45 74326
3 18 66335
29 43 82825
19 20 99243
2 19 52415
7 30 17389
3 28 50737
7 8 12163
34 40 90955
17 18 92613
17 46 32825
17 25 7756
32 49 62831
9 26 77379
8 9 94364
11 18 86369
15 25 84783
9 29 17015
3 23 3455
24 40 42575
39 41 65819
2 42 73803
19 25 90308
1 32 16392
13 25 63119
38 48 67738
7 38 64775
3 7 97468
20 50 74452
12 28 84280
5 38 80148
19 30 85312
1 44 86493
9 48 85119
12 47 10222
41 44 39322
22 50 82800
19 28 42107
22 46 58715
2 24 759
31 44 97871
19 24 19842
17 44 42252
22 25 86937
36 45 40448
14 15 57590
2 37 93702
21 45 42274
38 39 73968
6 16 69326
8 33 96733
19 37 54063
6 37 60587
9 34 36828
19 22 27655
5 34 73869
5 39 10861
5 14 57276
37 49 20246
30 50 38297
18 24 66709
18 33 97918
11 22 22991
6 28 2340
30 47 32826
22 28 38940
5 17 59621
38 40 372
1 49 7256
2 3 64930
15 29 55139
3 44 66587
3 40 91994
24 27 62711
2 12 65141
27 48 89991
29 32 39972
33 41 57126
36 41 18463
15 42 1763
2 40 33873
2 22 32429
32 34 27641
3 16 21049
25 44 55033
20 30 12481
9 40 26682
5 7 53400
21 32 33833
5 30 31404
21 23 19426
36 46 56139
3 49 17758
12 34 24726
39 45 91014
3 25 1306
2 35 59516
13 30 22004
1 3 21262
2 47 61170
7 9 91777
21 49 92157
6 8 15904
4 18 3809
14 32 10441
44 49 86705
9 49 33939
11 43 24247
33 48 93260
10 28 50010
22 36 48571
27 40 18485
19 42 79236
9 35 51812
30 41 25791
11 37 5924
3 8 17875
40 50 76428
27 43 42179
13 31 23513
15 20 45484
33 35 65020
33 44 53592
17 26 23955
34 44 47225
1 39 69137
30 31 47292
24 49 29567
19 27 13896
6 31 54579
3 36 19255
28 49 64491
9 44 2855
42 49 8841
29 38 8636
2 33 66219
37 39 53947
12 38 88962
7 42 19144
13 27 46442
24 50 39151
14 27 69069
20 39 14133
39 42 27553
35 44 75922
9 37 59279
3 34 1552
22 24 33958
15 32 39080
12 26 79221
7 33 99258
31 45 64467
21 38 54135
7 47 72354
44 47 10539
15 18 87526
3 12 25960
1 30 71476
24 35 18770
32 43 95198
6 44 37714
39 40 81409
10 33 21460
4 28 55924
13 16 29720
27 42 65630
9 11 22717
4 44 95389
14 22 40633
45 50 16036
16 20 46644
14 37 56736
31 35 15733
6 26 27597
25 33 87297
14 50 7432
19 38 92275
9 31 83340
7 19 64610
14 49 57899
34 43 68186
25 43 67657
8 38 10519
21 28 92847
13 28 16989
30 39 79722
35 40 5754
14 29 39573
3 35 58457
32 33 64258
5 25 26484
20 35 22305
7 20 76485
11 42 78238
8 13 59085
27 29 73752
10 14 45852
47 49 46447
5 11 89971
19 31 65938
11 28 24010
36 40 17801
8 29 6129
35 48 81346
10 22 66104
1 27 40267
14 18 86387
12 32 56996
2 25 24524
8 24 22925
6 9 14703
25 40 58253
4 9 40482
6 45 93341
5 27 30968
22 49 79503
47 48 62506
24 30 51898
16 49 98512
3 24 72277
30 45 18225
32 45 79943
1 36 25864
28 30 70236
45 46 32434
22 47 85010
31 36 66750
5 48 40346
22 23 85177
20 32 71509
14 41 63682
3 27 79809
6 36 57910
6 11 76560
16 44 8488
15 22 50278
22 26 39293
8 48 11719
27 50 8539
10 34 44390
5 20 20952
3 48 53068
34 45 47037
22 43 86887
8 30 12135
1 34 68287
2 4 21439
10 24 54296
5 49 38461
8 15 27452
18 19 22725
19 49 36642
35 38 53082
16 47 80060
10 31 43697
3 14 16552
10 38 67963
12 31 68542
25 48 16166
7 27 13518
4 41 80036
27 28 32469
13 46 71797
3 47 37576
20 42 18990
5 37 19450
4 23 93365
29 34 69920
16 40 35455
11 35 61863
27 30 2106
46 49 55100
25 31 14099
23 46 6978
17 19 8393
6 22 50366
26 45 16032
29 46 25167
12 23 65851
25 50 58224
17 42 8341
14 45 66233
17 32 12586
13 48 45640
35 36 92948
18 34 28800
14 34 37695
1 45 1042
3 9 13194
41 46 60676
5 36 21849
25 30 54529
27 32 4095
2 26 65757
9 33 96665
17 43 9362
21 44 17901
23 32 1664
31 39 69939
3 42 31712
35 39 44947
10 45 26012
9 21 68526
39 44 26675
30 42 71856
8 25 90486
14 47 12727
19 33 32197
10 16 22743
21 41 48193
11 31 2150
4 5 87694
18 42 27257
8 49 6248
2 16 58561
23 49 96044
27 45 94693
12 29 78281
35 41 81594
8 16 275
38 49 78376
29 41 60738
26 39 12015
40 42 11766
28 41 61147
26 34 87392
21 48 87886
18 48 46533
13 14 2956
7 35 24303
2 38 3420
1 24 57653
25 35 70520
6 39 19810
12 44 71357
12 46 81656
17 38 19973
29 33 15195
4 15 66855
13 42 7494
15 34 53157
8 17 15587
37 48 71657
30 37 96590
13 47 40137
12 24 46325
24 45 50098
9 43 39988
30 40 56654
12 45 23239
44 48 50358
29 37 12456
10 26 70311
30 38 45909
28 38 80316
9 15 96092
30 35 71935
8 44 14445
10 23 57156
21 40 99699
10 30 86781
6 47 75091
9 41 11322
32 38 74455
41 47 16143
24 39 92702
3 41 69946
37 44 6027
3 37 45019
8 20 21501
7 44 1080
24 34 41678
13 33 79266
1 26 62025
4 33 55789
19 47 17356
36 44 67108
5 50 17695
10 47 83269
38 47 49785
22 48 12027
16 19 98987
26 38 33794
11 21 76647
16 25 18343
17 29 85061
2 41 37795
17 37 37691
13 38 44637
2 20 79339
21 34 9892
21 29 74107
10 41 36397
20 40 12161
28 31 83510
5 13 8686
18 28 83708
23 29 18881
11 25 64830
5 33 53525
42 43 17476
5 19 45450
7 39 66531
33 39 14732
1 15 41096
17 24 51852
11 30 881
33 34 73605
9 45 47781
16 33 68413
27 36 47470
16 27 1366
28 35 71095
26 41 71219
12 50 20150
1 21 3395
2 23 92076
13 22 70471
25 41 85407
22 38 52383
1 18 58404
2 11 15778
29 30 90305
5 47 68980
6 17 93258
8 37 65863
28 48 77806
43 50 937
7 12 87078
4 24 27978
16 32 15391
12 15 6436
5 26 47260
13 50 47449
1 38 99603
33 45 91255
5 16 98902
2 17 92697
6 38 36302
20 41 62675
29 31 18628
12 27 69640
1 16 3761
20 45 81420
13 32 32194
1 12 20687
31 42 41004
14 33 21837
20 34 42931
17 20 97243
39 47 43376
20 31 60217
1 5 91910
32 40 15309
6 49 30127
13 29 59190
25 37 44516
13 40 6365
39 49 12350
34 47 58348
9 47 32401
11 14 34160
22 29 41013
28 39 82509
21 43 72679
4 20 1509
12 37 52362
25 45 97190
6 29 25246
15 43 10052
26 48 4498
18 39 80834
17 31 63599
24 37 56764
22 40 39324
16 21 22245
2 5 69077
14 36 38686
1 13 9178
10 20 14756
11 20 35534
35 50 38810
42 44 72990
13 15 31160
32 44 19546
28 29 25266
32 37 75586
3 32 7548
8 22 57376
23 50 55666
3 22 538
22 45 56956
26 37 57128
2 28 80954
25 39 69129
25 32 37547
9 19 50928
15 44 97943
4 29 24796
4 27 46072
34 50 89176
16 18 15045
7 26 81752
1 47 75288
7 34 47690
15 47 13330
4 8 74671
49 50 90186
11 19 72057
42 45 12421
39 43 15807
22 33 34755
4 45 70319
16 22 35818
21 24 26103
21 46 87926
33 47 36173
2 27 99433
3 20 26313
3 21 22359
17 36 22175
23 47 7747
5 23 40873
7 48 70153
14 38 67616
1 11 2591
5 10 23586
19 45 31698
15 46 1940
35 47 84967
4 31 40133
26 31 9309
18 49 14549
9 12 20615
43 46 86315
12 21 19635
41 48 189
11 26 91053
6 41 46783
12 25 62982
14 43 96720
14 28 46243
15 28 53125
2 32 11899
3 31 79270
3 43 18642
10 17 47385
1 35 7642
23 27 45534
30 34 19434
18 31 29376
37 50 73043
16 29 6164
21 37 46038
23 39 3585
7 31 62332
16 24 83462
14 16 55825
14 48 20569
44 46 47119
4 12 301
15 16 2602
10 37 57786
2 21 8503
8 31 91541
7 49 41818
33 49 86384
9 39 5377
9 22 14537
3 4 81700
41 45 55806
21 39 98672
12 49 87380
9 14 17038
5 44 60927
23 24 66196
14 20 69888
16 30 53778
18 50 20771
22 35 5700
48 49 85145
18 41 70114
14 17 957
45 49 55962
10 19 46414
16 34 99033
12 14 88497
2 50 4545
13 49 31091
4 40 819
11 49 4473
27 49 68229
16 31 73592
5 46 28272
11 41 61119
5 31 17878
11 50 74287
6 13 94182
36 47 73889
9 23 256
4 43 3119
7 10 76803
32 46 16629
24 28 96285
11 15 61212
26 33 78821
47 50 73569
18 32 14874
5 9 10780
10 12 81586
24 41 48220
9 36 79388
30 44 65274
6 7 90095
2 36 56948
12 39 32180
35 49 71908
22 30 29433
3 50 28622
5 6 96885
17 22 76459
21 27 23225
4 7 97384
11 33 69843
24 26 11021
11 24 32195
18 40 13054
4 39 52926
23 30 90127
30 32 4716
7 29 90995
25 46 97610
15 27 16075
15 24 5085
5 41 55802
27 44 32808
22 41 19737
34 35 25788
32 35 91669
13 41 62596
14 19 56383
32 50 25230
7 21 92811
19 50 76631
34 46 45828
2 10 50401
4 25 42063
11 47 929
28 44 33583
10 42 10198
10 13 61017
2 29 91306
50 90
27 48 54050
3 48 64778
9 17 56851
17 31 7388
12 16 62724
3 14 33064
3 35 25893
27 34 69141
20 25 48591
10 46 39915
30 49 54319
24 43 7577
16 48 49273
37 38 94822
38 39 32614
15 35 49049
9 25 85323
15 45 84084
1 6 92397
26 45 11782
18 27 67215
4 28 70932
14 21 50417
23 31 61401
4 43 49043
41 50 50891
31 36 53860
13 45 36014
16 21 41685
14 20 60956
4 32 14330
29 31 12037
3 16 76242
1 5 12005
7 46 19513
21 39 46751
39 41 51044
46 48 44643
18 50 98996
10 37 34389
28 46 36283
19 21 66283
8 13 23990
13 43 21268
38 40 98471
10 19 32308
8 10 42675
31 38 98765
4 16 6201
3 26 53397
30 47 53822
18 49 99637
19 38 40179
7 15 36305
4 21 57551
6 24 83154
38 50 99701
22 41 19597
6 43 5471
20 40 4866
31 42 17118
33 37 46682
36 37 74285
24 45 42181
34 46 13084
14 39 92665
21 44 73718
19 30 76203
23 39 31283
26 32 51999
18 33 7093
27 35 35459
2 41 30305
43 50 63826
23 33 64574
16 20 85062
15 23 47961
11 36 60811
24 35 31267
1 27 25654
3 19 91981
22 34 83234
8 24 74686
9 36 34583
12 29 70863
6 31 64614
31 40 54485
45 46 75326
2 36 2535
20 43 69601
50 125
6 38 81875
41 49 23714
11 17 84090
32 37 28636
4 6 85681
20 50 34999
14 34 72766
1 26 11381
12 45 83531
24 36 86007
20 49 97660
17 30 89723
17 49 55221
22 24 51272
32 39 30145
1 14 96122
39 44 31489
3 18 21741
38 49 60253
33 45 10205
10 36 67755
32 35 47730
2 12 13361
15 16 33786
12 25 36268
1 21 37096
10 44 98338
44 45 7848
9 37 88941
20 25 15414
5 33 13931
22 23 77639
22 34 10591
1 31 55306
28 33 46015
11 28 38725
3 23 73541
19 33 2376
10 13 53445
23 43 85424
36 39 74642
5 49 68375
15 30 48574
10 14 22337
3 21 36899
21 24 5400
2 33 28856
26 28 57059
6 41 43319
9 39 91523
8 47 37675
28 42 19167
17 23 7518
12 49 88578
27 41 14650
17 47 12631
27 37 91728
20 40 46363
20 26 66334
25 49 56154
27 45 36195
3 45 66501
10 32 88486
8 36 52172
29 32 15791
16 31 93666
2 20 48851
2 43 89247
15 39 92198
1 3 69480
21 46 55228
29 33 50526
26 39 43594
8 23 5412
20 42 26473
19 37 88994
42 47 98465
7 18 71495
31 44 71283
15 21 67040
22 42 38229
7 34 99358
5 19 57733
2 48 80634
22 27 60910
18 29 45768
20 34 66843
45 47 44275
22 25 22956
35 44 80165
26 33 93363
29 39 26321
25 31 48018
36 48 66535
4 21 30283
37 48 76476
18 45 53889
7 22 92849
28 41 18949
21 29 12797
4 13 44972
24 48 77634
9 45 92756
25 32 8242
2 26 15936
17 21 21689
6 13 93872
18 33 86807
4 39 74325
32 38 81958
21 30 24792
27 46 34586
47 50 83786
40 43 83646
18 20 35494
9 49 90101
2 13 39833
9 17 40347
8 42 38356
20 28 40686
42 43 68462
34 39 44048
17 38 48837
11 19 31089
18 44 29778
50 451
18 39 56026
23 40 12960
9 11 89592
35 49 25217
18 31 99182
20 31 88288
31 43 77138
17 43 44686
18 27 57363
10 45 90133
4 30 19103
34 50 69344
17 21 82779
22 42 19132
9 19 6264
6 31 51975
6 47 81774
30 43 99957
38 42 41769
20 50 19773
24 40 1557
26 28 99381
6 17 41538
4 24 36181
22 32 20500
25 45 93288
19 47 7931
2 8 5945
2 34 52140
29 45 87230
19 26 30738
2 18 16269
26 48 41767
41 43 86940
14 27 84719
1 49 74341
29 43 62295
23 43 19410
13 18 79402
18 29 18669
11 39 70584
29 30 61039
40 41 57905
5 8 43581
14 17 51941
1 24 65275
28 39 61305
13 34 58458
12 28 35529
25 46 6112
17 38 5743
29 34 58473
5 36 25827
44 49 41094
28 40 57706
10 39 22378
35 38 38772
36 42 31170
11 26 57333
11 31 36985
29 37 46788
19 33 20262
8 24 50193
8 42 42630
11 42 79188
16 23 67814
36 50 84662
19 42 6169
25 37 19734
3 16 46312
9 30 16237
5 28 22742
10 48 23362
21 42 73486
12 21 69257
14 41 13028
2 37 31997
21 43 4644
46 47 21893
21 28 86779
11 30 3317
10 13 59892
3 43 12764
2 48 42286
39 43 83008
23 50 36858
11 20 73574
24 34 61022
11 40 99901
12 17 24869
40 48 64950
8 48 29891
33 50 37821
2 10 44215
7 10 79386
34 39 51651
7 12 36874
9 15 84432
46 49 53154
27 50 75557
5 7 10179
6 49 79314
13 23 68396
30 48 6468
16 28 84086
21 33 28593
3 20 50577
35 50 11192
11 41 44334
21 27 75175
16 34 7543
32 41 56973
6 9 11146
25 31 44750
16 19 25376
15 41 5544
16 46 33278
25 41 66702
14 30 69399
5 21 71709
14 35 23948
19 22 926
26 41 82552
10 33 12109
10 25 59915
3 24 68571
9 16 75683
7 42 33545
31 48 84223
14 39 73861
10 23 93736
6 36 54955
7 8 30008
17 37 30768
26 50 43818
13 17 83798
5 18 80299
12 45 23894
39 49 69614
17 39 55456
38 47 64160
1 20 66307
8 36 5966
27 48 68561
38 43 92201
2 43 56461
17 18 60966
4 6 4825
27 49 38060
36 37 97197
31 42 3156
8 26 28640
40 42 89707
11 44 90910
22 24 85535
16 35 12705
31 50 98592
4 46 42189
5 14 72587
13 26 55630
24 27 59424
24 29 6904
4 12 78230
38 46 79237
35 47 22092
37 50 94881
21 22 98424
24 30 65440
3 7 48443
12 16 37101
42 47 91422
15 42 21935
7 32 64720
32 38 35848
23 44 4491
34 44 36488
14 43 22559
14 31 51890
1 6 53651
1 50 13196
1 25 76247
21 36 86396
22 27 82043
26 40 26895
36 48 92282
10 49 5363
42 48 60645
3 42 95502
20 42 48967
11 50 96111
39 48 36662
21 40 11599
6 14 59969
2 22 87785
25 30 97948
18 46 14646
38 41 44594
19 50 19729
5 23 90612
19 24 38126
30 35 76907
4 21 35807
18 41 16141
3 23 15197
6 26 67514
8 14 34944
22 37 30240
28 50 72088
11 28 60712
2 13 55264
6 12 67032
2 30 98249
29 40 2781
7 15 6376
7 31 58426
35 45 86944
9 27 65444
19 45 32557
6 25 90323
4 48 32885
10 12 73031
23 33 15307
24 47 76774
15 34 96839
1 35 80080
3 26 65046
12 25 99467
19 44 48012
3 15 89515
2 32 88507
34 40 61464
16 48 8458
19 32 70086
7 45 53710
10 19 42598
19 43 19936
2 9 36799
13 20 49721
2 27 47573
10 31 11252
10 11 86646
16 42 1430
21 39 7391
25 29 68016
16 40 4127
11 13 74106
16 30 29172
34 48 92798
8 44 50172
12 22 83423
14 37 21642
18 19 56206
30 44 36080
11 25 45765
3 35 42290
7 37 86877
12 30 24685
15 26 38985
26 30 51349
4 36 69754
32 47 71390
45 46 59132
39 42 79815
8 22 83802
27 33 24024
16 45 35872
5 17 95908
32 43 60765
15 29 92261
32 34 60251
4 5 67454
1 30 79630
1 3 10603
6 39 50465
2 46 82650
6 42 77287
33 39 2370
15 38 88414
6 34 13875
21 38 68894
18 43 60484
17 47 74189
21 30 78431
8 29 38680
8 40 54666
21 29 99585
24 33 43052
10 15 49520
5 44 52730
18 49 79262
25 49 66311
42 43 57246
25 26 38766
9 38 82030
21 48 25828
7 25 1021
20 48 68001
38 48 96685
1 7 88908
5 37 43673
23 47 38203
12 23 77749
35 39 34306
26 45 77337
8 49 24348
5 49 80672
14 29 17680
13 39 51199
4 39 95486
2 25 69089
4 33 47327
4 28 42803
29 35 34509
23 31 70613
19 30 84587
17 24 55791
16 29 94597
31 34 23653
3 45 88832
10 22 70481
29 38 21260
25 38 6398
